,topic_id,member_id,vote
64862,20130703-4,YIU Si-wing,No
64863,20130703-4,Gary FAN,Yes
64864,20130703-4,MA Fung-kwok,No
64865,20130703-4,Charles Peter MOK,Yes
64866,20130703-4,CHAN Chi-chuen,Absent
64867,20130703-4,CHAN Han-pan,Abstain
64868,20130703-4,Dr Kenneth CHAN,Yes
64869,20130703-4,CHAN Yuen-han,Absent
64870,20130703-4,LEUNG Che-cheung,Abstain
64871,20130703-4,Kenneth LEUNG,Yes
64872,20130703-4,Alice MAK,Abstain
64873,20130703-4,Dr KWOK Ka-ki,Yes
64874,20130703-4,KWOK Wai-keung,Abstain
64875,20130703-4,Dennis KWOK,Yes
64876,20130703-4,Christopher CHEUNG,No
64877,20130703-4,Dr Fernando CHEUNG,Yes
64878,20130703-4,SIN Chung-kai,Yes
64879,20130703-4,Dr Helena WONG,Yes
64880,20130703-4,IP Kin-yuen,Yes
64881,20130703-4,Dr Elizabeth QUAT,Abstain
64882,20130703-4,Martin LIAO,Yes
64883,20130703-4,POON Siu-ping,Abstain
64884,20130703-4,TANG Ka-piu,Abstain
64885,20130703-4,Dr CHIANG Lai-wan,Abstain
64886,20130703-4,Ir Dr LO Wai-kwok,No
64887,20130703-4,CHUNG Kwok-pan,Yes
64888,20130703-4,Christopher CHUNG,Abstain
64889,20130703-4,Tony TSE,Yes
64890,20130703-5,TSANG Yok-sing,Present
64891,20130703-5,Albert HO,Yes
64892,20130703-5,LEE Cheuk-yan,Yes
64893,20130703-5,James TO,Yes
64894,20130703-5,CHAN Kam-lam,Abstain
64895,20130703-5,LEUNG Yiu-chung,Yes
64896,20130703-5,Dr LAU Wong-fat,Absent
64897,20130703-5,Emily LAU,Absent
64898,20130703-5,TAM Yiu-chung,Abstain
64899,20130703-5,Abraham SHEK,No
64900,20130703-5,Tommy CHEUNG,Yes
64901,20130703-5,Frederick FUNG,Yes
64902,20130703-5,Vincent FANG,Yes
64903,20130703-5,WONG Kwok-hing,Abstain
64904,20130703-5,Prof Joseph LEE,Yes
64905,20130703-5,Jeffrey LAM,No
64906,20130703-5,Andrew LEUNG,No
64907,20130703-5,WONG Ting-kwong,Abstain
64908,20130703-5,Ronny TONG,Yes
64909,20130703-5,Cyd HO,Yes
64910,20130703-5,Starry LEE,Abstain
64911,20130703-5,Dr LAM Tai-fai,Absent
64912,20130703-5,CHAN Hak-kan,Abstain
64913,20130703-5,CHAN Kin-por,No
64914,20130703-5,Dr Priscilla LEUNG,No
64915,20130703-5,Dr LEUNG Ka-lau,Absent
64916,20130703-5,CHEUNG Kwok-che,Yes
64917,20130703-5,WONG Kwok-kin,Abstain
64918,20130703-5,IP Kwok-him,Abstain
64919,20130703-5,Mrs Regina IP,Absent
64920,20130703-5,Paul TSE,Abstain
64921,20130703-5,Alan LEONG,Yes
64922,20130703-5,LEUNG Kwok-hung,Yes
64923,20130703-5,Albert CHAN,Absent
64924,20130703-5,WONG Yuk-man,Absent
64925,20130703-5,Claudia MO,Yes
64926,20130703-5,Michael TIEN,Absent
64927,20130703-5,James TIEN,Yes
64928,20130703-5,NG Leung-sing,No
64929,20130703-5,Steven HO,Abstain
64930,20130703-5,Frankie YICK,Yes
64931,20130703-5,WU Chi-wai,Yes
64932,20130703-5,YIU Si-wing,No
64933,20130703-5,Gary FAN,Yes
64934,20130703-5,MA Fung-kwok,No
64935,20130703-5,Charles Peter MOK,Yes
64936,20130703-5,CHAN Chi-chuen,Absent
64937,20130703-5,CHAN Han-pan,Abstain
64938,20130703-5,Dr Kenneth CHAN,Yes
64939,20130703-5,CHAN Yuen-han,Absent
64940,20130703-5,LEUNG Che-cheung,Abstain
64941,20130703-5,Kenneth LEUNG,Yes
64942,20130703-5,Alice MAK,Abstain
64943,20130703-5,Dr KWOK Ka-ki,Yes
64944,20130703-5,KWOK Wai-keung,Abstain
64945,20130703-5,Dennis KWOK,Yes
64946,20130703-5,Christopher CHEUNG,No
64947,20130703-5,Dr Fernando CHEUNG,Yes
64948,20130703-5,SIN Chung-kai,Yes
64949,20130703-5,Dr Helena WONG,Yes
64950,20130703-5,IP Kin-yuen,Yes
64951,20130703-5,Dr Elizabeth QUAT,Abstain
64952,20130703-5,Martin LIAO,Abstain
64953,20130703-5,POON Siu-ping,Abstain
64954,20130703-5,TANG Ka-piu,Abstain
64955,20130703-5,Dr CHIANG Lai-wan,Abstain
64956,20130703-5,Ir Dr LO Wai-kwok,No
64957,20130703-5,CHUNG Kwok-pan,Yes
64958,20130703-5,Christopher CHUNG,Abstain
64959,20130703-5,Tony TSE,No
64960,20130703-6,TSANG Yok-sing,Present
64961,20130703-6,Albert HO,Yes
64962,20130703-6,LEE Cheuk-yan,Yes
64963,20130703-6,James TO,Yes
64964,20130703-6,CHAN Kam-lam,Abstain
64965,20130703-6,LEUNG Yiu-chung,Yes
64966,20130703-6,Dr LAU Wong-fat,Absent
64967,20130703-6,Emily LAU,Absent
64968,20130703-6,TAM Yiu-chung,Abstain
64969,20130703-6,Abraham SHEK,No
64970,20130703-6,Tommy CHEUNG,No
64971,20130703-6,Frederick FUNG,Yes
64972,20130703-6,Vincent FANG,No
64973,20130703-6,WONG Kwok-hing,Abstain
64974,20130703-6,Prof Joseph LEE,Abstain
64975,20130703-6,Jeffrey LAM,No
64976,20130703-6,Andrew LEUNG,No
64977,20130703-6,WONG Ting-kwong,Abstain
64978,20130703-6,Ronny TONG,Yes
64979,20130703-6,Cyd HO,Yes
64980,20130703-6,Starry LEE,Abstain
64981,20130703-6,Dr LAM Tai-fai,Absent
64982,20130703-6,CHAN Hak-kan,Abstain
64983,20130703-6,CHAN Kin-por,No
64984,20130703-6,Dr Priscilla LEUNG,No
64985,20130703-6,Dr LEUNG Ka-lau,Absent
64986,20130703-6,CHEUNG Kwok-che,Yes
64987,20130703-6,WONG Kwok-kin,Abstain
64988,20130703-6,IP Kwok-him,Abstain
64989,20130703-6,Mrs Regina IP,Absent
64990,20130703-6,Paul TSE,No
64991,20130703-6,Alan LEONG,Yes
64992,20130703-6,LEUNG Kwok-hung,Yes
64993,20130703-6,Albert CHAN,Absent
64994,20130703-6,WONG Yuk-man,Absent
64995,20130703-6,Claudia MO,Yes
64996,20130703-6,Michael TIEN,Absent
64997,20130703-6,James TIEN,No
64998,20130703-6,NG Leung-sing,No
64999,20130703-6,Steven HO,Abstain
65000,20130703-6,Frankie YICK,No
65001,20130703-6,WU Chi-wai,Yes
65002,20130703-6,YIU Si-wing,No
65003,20130703-6,Gary FAN,Yes
65004,20130703-6,MA Fung-kwok,No
65005,20130703-6,Charles Peter MOK,Yes
65006,20130703-6,CHAN Chi-chuen,Absent
65007,20130703-6,CHAN Han-pan,No
65008,20130703-6,Dr Kenneth CHAN,Yes
65009,20130703-6,CHAN Yuen-han,Absent
65010,20130703-6,LEUNG Che-cheung,Abstain
65011,20130703-6,Kenneth LEUNG,Yes
65012,20130703-6,Alice MAK,Abstain
65013,20130703-6,Dr KWOK Ka-ki,Yes
65014,20130703-6,KWOK Wai-keung,Abstain
65015,20130703-6,Dennis KWOK,Yes
65016,20130703-6,Christopher CHEUNG,No
65017,20130703-6,Dr Fernando CHEUNG,Yes
65018,20130703-6,SIN Chung-kai,Yes
65019,20130703-6,Dr Helena WONG,Yes
65020,20130703-6,IP Kin-yuen,Yes
65021,20130703-6,Dr Elizabeth QUAT,Abstain
65022,20130703-6,Martin LIAO,No
65023,20130703-6,POON Siu-ping,Abstain
65024,20130703-6,TANG Ka-piu,Abstain
65025,20130703-6,Dr CHIANG Lai-wan,Abstain
65026,20130703-6,Ir Dr LO Wai-kwok,No
65027,20130703-6,CHUNG Kwok-pan,No
65028,20130703-6,Christopher CHUNG,Abstain
65029,20130703-6,Tony TSE,No
65030,20130703-7,TSANG Yok-sing,Present
65031,20130703-7,Albert HO,Yes
65032,20130703-7,LEE Cheuk-yan,Yes
65033,20130703-7,James TO,Yes
65034,20130703-7,CHAN Kam-lam,Abstain
65035,20130703-7,LEUNG Yiu-chung,Yes
65036,20130703-7,Dr LAU Wong-fat,Absent
65037,20130703-7,Emily LAU,Absent
65038,20130703-7,TAM Yiu-chung,Abstain
65039,20130703-7,Abraham SHEK,Abstain
65040,20130703-7,Tommy CHEUNG,Yes
65041,20130703-7,Frederick FUNG,Yes
65042,20130703-7,Vincent FANG,Yes
65043,20130703-7,WONG Kwok-hing,Yes
65044,20130703-7,Prof Joseph LEE,Yes
65045,20130703-7,Jeffrey LAM,Abstain
65046,20130703-7,Andrew LEUNG,Abstain
65047,20130703-7,WONG Ting-kwong,Abstain
65048,20130703-7,Ronny TONG,Yes
65049,20130703-7,Cyd HO,Yes
65050,20130703-7,Starry LEE,Abstain
65051,20130703-7,Dr LAM Tai-fai,Absent
65052,20130703-7,CHAN Hak-kan,Abstain
65053,20130703-7,CHAN Kin-por,Yes
65054,20130703-7,Dr Priscilla LEUNG,Abstain
65055,20130703-7,Dr LEUNG Ka-lau,Absent
65056,20130703-7,CHEUNG Kwok-che,Yes
65057,20130703-7,WONG Kwok-kin,Yes
65058,20130703-7,IP Kwok-him,Abstain
65059,20130703-7,Mrs Regina IP,Absent
65060,20130703-7,Paul TSE,Yes
65061,20130703-7,Alan LEONG,Yes
65062,20130703-7,LEUNG Kwok-hung,Yes
65063,20130703-7,Albert CHAN,Absent
65064,20130703-7,WONG Yuk-man,Absent
65065,20130703-7,Claudia MO,Yes
65066,20130703-7,Michael TIEN,Absent
65067,20130703-7,James TIEN,Yes
65068,20130703-7,NG Leung-sing,No
65069,20130703-7,Steven HO,Abstain
65070,20130703-7,Frankie YICK,Yes
65071,20130703-7,WU Chi-wai,Yes
65072,20130703-7,YIU Si-wing,Abstain
65073,20130703-7,Gary FAN,Yes
65074,20130703-7,MA Fung-kwok,Yes
65075,20130703-7,Charles Peter MOK,Yes
65076,20130703-7,CHAN Chi-chuen,Absent
65077,20130703-7,CHAN Han-pan,Abstain
65078,20130703-7,Dr Kenneth CHAN,Yes
65079,20130703-7,CHAN Yuen-han,Absent
65080,20130703-7,LEUNG Che-cheung,Abstain
65081,20130703-7,Kenneth LEUNG,Yes
65082,20130703-7,Alice MAK,Yes
65083,20130703-7,Dr KWOK Ka-ki,Yes
65084,20130703-7,KWOK Wai-keung,Yes
65085,20130703-7,Dennis KWOK,Yes
65086,20130703-7,Christopher CHEUNG,Abstain
65087,20130703-7,Dr Fernando CHEUNG,Yes
65088,20130703-7,SIN Chung-kai,Yes
65089,20130703-7,Dr Helena WONG,Yes
65090,20130703-7,IP Kin-yuen,Yes
65091,20130703-7,Dr Elizabeth QUAT,Abstain
65092,20130703-7,Martin LIAO,Yes
65093,20130703-7,POON Siu-ping,Yes
65094,20130703-7,TANG Ka-piu,Yes
65095,20130703-7,Dr CHIANG Lai-wan,Abstain
65096,20130703-7,Ir Dr LO Wai-kwok,Abstain
65097,20130703-7,CHUNG Kwok-pan,Yes
65098,20130703-7,Christopher CHUNG,Abstain
65099,20130703-7,Tony TSE,Yes
65100,20130703-8,TSANG Yok-sing,Present
65101,20130703-8,Albert HO,Yes
65102,20130703-8,LEE Cheuk-yan,Abstain
65103,20130703-8,James TO,Yes
65104,20130703-8,CHAN Kam-lam,Abstain
65105,20130703-8,LEUNG Yiu-chung,Abstain
65106,20130703-8,Dr LAU Wong-fat,Absent
65107,20130703-8,Emily LAU,Absent
65108,20130703-8,TAM Yiu-chung,Abstain
65109,20130703-8,Abraham SHEK,No
65110,20130703-8,Tommy CHEUNG,No
65111,20130703-8,Frederick FUNG,Yes
65112,20130703-8,Vincent FANG,No
65113,20130703-8,WONG Kwok-hing,No
65114,20130703-8,Prof Joseph LEE,Abstain
65115,20130703-8,Jeffrey LAM,No
65116,20130703-8,Andrew LEUNG,No
65117,20130703-8,WONG Ting-kwong,Abstain
65118,20130703-8,Ronny TONG,Yes
65119,20130703-8,Cyd HO,Abstain
65120,20130703-8,Starry LEE,Abstain
65121,20130703-8,Dr LAM Tai-fai,Absent
65122,20130703-8,CHAN Hak-kan,Abstain
65123,20130703-8,CHAN Kin-por,No
65124,20130703-8,Dr Priscilla LEUNG,No
65125,20130703-8,Dr LEUNG Ka-lau,Absent
65126,20130703-8,CHEUNG Kwok-che,Abstain
65127,20130703-8,WONG Kwok-kin,No
65128,20130703-8,IP Kwok-him,Abstain
65129,20130703-8,Mrs Regina IP,Absent
65130,20130703-8,Paul TSE,No
65131,20130703-8,Alan LEONG,Yes
65132,20130703-8,LEUNG Kwok-hung,Yes
65133,20130703-8,Albert CHAN,Absent
65134,20130703-8,WONG Yuk-man,Absent
65135,20130703-8,Claudia MO,Yes
65136,20130703-8,Michael TIEN,Absent
65137,20130703-8,James TIEN,No
65138,20130703-8,NG Leung-sing,No
65139,20130703-8,Steven HO,Abstain
65140,20130703-8,Frankie YICK,No
65141,20130703-8,WU Chi-wai,Yes
65142,20130703-8,YIU Si-wing,No
65143,20130703-8,Gary FAN,Yes
65144,20130703-8,MA Fung-kwok,No
65145,20130703-8,Charles Peter MOK,Yes
65146,20130703-8,CHAN Chi-chuen,Absent
65147,20130703-8,CHAN Han-pan,Abstain
65148,20130703-8,Dr Kenneth CHAN,Yes
65149,20130703-8,CHAN Yuen-han,Absent
65150,20130703-8,LEUNG Che-cheung,Abstain
65151,20130703-8,Kenneth LEUNG,Yes
65152,20130703-8,Alice MAK,No
65153,20130703-8,Dr KWOK Ka-ki,Yes
65154,20130703-8,KWOK Wai-keung,No
65155,20130703-8,Dennis KWOK,Yes
65156,20130703-8,Christopher CHEUNG,No
65157,20130703-8,Dr Fernando CHEUNG,Abstain
65158,20130703-8,SIN Chung-kai,Yes
65159,20130703-8,Dr Helena WONG,Yes
65160,20130703-8,IP Kin-yuen,Yes
65161,20130703-8,Dr Elizabeth QUAT,Abstain
65162,20130703-8,Martin LIAO,No
65163,20130703-8,POON Siu-ping,Abstain
65164,20130703-8,TANG Ka-piu,No
65165,20130703-8,Dr CHIANG Lai-wan,Abstain
65166,20130703-8,Ir Dr LO Wai-kwok,No
65167,20130703-8,CHUNG Kwok-pan,No
65168,20130703-8,Christopher CHUNG,Abstain
65169,20130703-8,Tony TSE,No
65170,20130703-9,TSANG Yok-sing,Present
65171,20130703-9,Albert HO,Yes
65172,20130703-9,LEE Cheuk-yan,Yes
65173,20130703-9,James TO,Yes
65174,20130703-9,CHAN Kam-lam,Abstain
65175,20130703-9,LEUNG Yiu-chung,Yes
65176,20130703-9,Dr LAU Wong-fat,Absent
65177,20130703-9,Emily LAU,Absent
65178,20130703-9,TAM Yiu-chung,Abstain
65179,20130703-9,Abraham SHEK,No
65180,20130703-9,Tommy CHEUNG,No
65181,20130703-9,Frederick FUNG,Yes
65182,20130703-9,Vincent FANG,No
65183,20130703-9,WONG Kwok-hing,Yes
65184,20130703-9,Prof Joseph LEE,Abstain
65185,20130703-9,Jeffrey LAM,No
65186,20130703-9,Andrew LEUNG,No
65187,20130703-9,WONG Ting-kwong,Abstain
65188,20130703-9,Ronny TONG,Yes
65189,20130703-9,Cyd HO,Yes
65190,20130703-9,Starry LEE,Abstain
65191,20130703-9,Dr LAM Tai-fai,Absent
65192,20130703-9,CHAN Hak-kan,Abstain
65193,20130703-9,CHAN Kin-por,No
65194,20130703-9,Dr Priscilla LEUNG,No
65195,20130703-9,Dr LEUNG Ka-lau,Absent
65196,20130703-9,CHEUNG Kwok-che,Yes
65197,20130703-9,WONG Kwok-kin,Yes
65198,20130703-9,IP Kwok-him,Abstain
65199,20130703-9,Mrs Regina IP,Absent
65200,20130703-9,Paul TSE,No
65201,20130703-9,Alan LEONG,Yes
65202,20130703-9,LEUNG Kwok-hung,Yes
65203,20130703-9,Albert CHAN,Absent
65204,20130703-9,WONG Yuk-man,Absent
65205,20130703-9,Claudia MO,Yes
65206,20130703-9,Michael TIEN,Absent
65207,20130703-9,James TIEN,No
65208,20130703-9,NG Leung-sing,No
65209,20130703-9,Steven HO,Abstain
65210,20130703-9,Frankie YICK,No
65211,20130703-9,WU Chi-wai,Yes
65212,20130703-9,YIU Si-wing,No
65213,20130703-9,Gary FAN,Yes
65214,20130703-9,MA Fung-kwok,Abstain
65215,20130703-9,Charles Peter MOK,Yes
65216,20130703-9,CHAN Chi-chuen,Absent
65217,20130703-9,CHAN Han-pan,Abstain
65218,20130703-9,Dr Kenneth CHAN,Yes
65219,20130703-9,CHAN Yuen-han,Absent
65220,20130703-9,LEUNG Che-cheung,Abstain
65221,20130703-9,Kenneth LEUNG,Yes
65222,20130703-9,Alice MAK,Yes
65223,20130703-9,Dr KWOK Ka-ki,Yes
65224,20130703-9,KWOK Wai-keung,Yes
65225,20130703-9,Dennis KWOK,Yes
65226,20130703-9,Christopher CHEUNG,No
65227,20130703-9,Dr Fernando CHEUNG,Yes
65228,20130703-9,SIN Chung-kai,Yes
65229,20130703-9,Dr Helena WONG,Yes
65230,20130703-9,IP Kin-yuen,Yes
65231,20130703-9,Dr Elizabeth QUAT,Abstain
65232,20130703-9,Martin LIAO,No
65233,20130703-9,POON Siu-ping,Yes
65234,20130703-9,TANG Ka-piu,Yes
65235,20130703-9,Dr CHIANG Lai-wan,Abstain
65236,20130703-9,Ir Dr LO Wai-kwok,No
65237,20130703-9,CHUNG Kwok-pan,No
65238,20130703-9,Christopher CHUNG,Abstain
65239,20130703-9,Tony TSE,Abstain
65240,20130703-10,TSANG Yok-sing,Present
65241,20130703-10,Albert HO,Yes
65242,20130703-10,LEE Cheuk-yan,Yes
65243,20130703-10,James TO,Yes
65244,20130703-10,CHAN Kam-lam,Abstain
65245,20130703-10,LEUNG Yiu-chung,Yes
65246,20130703-10,Dr LAU Wong-fat,Absent
65247,20130703-10,Emily LAU,Absent
65248,20130703-10,TAM Yiu-chung,Abstain
65249,20130703-10,Abraham SHEK,Abstain
65250,20130703-10,Tommy CHEUNG,Yes
65251,20130703-10,Frederick FUNG,Yes
65252,20130703-10,Vincent FANG,Yes
65253,20130703-10,WONG Kwok-hing,Yes
65254,20130703-10,Prof Joseph LEE,Yes
65255,20130703-10,Jeffrey LAM,Abstain
65256,20130703-10,Andrew LEUNG,Abstain
65257,20130703-10,WONG Ting-kwong,Abstain
65258,20130703-10,Ronny TONG,Yes
65259,20130703-10,Cyd HO,Yes
65260,20130703-10,Starry LEE,Abstain
65261,20130703-10,Dr LAM Tai-fai,Absent
65262,20130703-10,CHAN Hak-kan,Abstain
65263,20130703-10,CHAN Kin-por,Yes
65264,20130703-10,Dr Priscilla LEUNG,Abstain
65265,20130703-10,Dr LEUNG Ka-lau,Absent
65266,20130703-10,CHEUNG Kwok-che,Yes
65267,20130703-10,WONG Kwok-kin,Yes
65268,20130703-10,IP Kwok-him,Abstain
65269,20130703-10,Mrs Regina IP,Absent
65270,20130703-10,Paul TSE,Yes
65271,20130703-10,Alan LEONG,Yes
65272,20130703-10,LEUNG Kwok-hung,Yes
65273,20130703-10,Albert CHAN,Absent
65274,20130703-10,WONG Yuk-man,Absent
65275,20130703-10,Claudia MO,Yes
65276,20130703-10,Michael TIEN,Yes
65277,20130703-10,James TIEN,Yes
65278,20130703-10,NG Leung-sing,Abstain
65279,20130703-10,Steven HO,Abstain
65280,20130703-10,Frankie YICK,Yes
65281,20130703-10,WU Chi-wai,Yes
65282,20130703-10,YIU Si-wing,Abstain
65283,20130703-10,Gary FAN,Yes
65284,20130703-10,MA Fung-kwok,Abstain
65285,20130703-10,Charles Peter MOK,Yes
65286,20130703-10,CHAN Chi-chuen,Absent
65287,20130703-10,CHAN Han-pan,Abstain
65288,20130703-10,Dr Kenneth CHAN,Yes
65289,20130703-10,CHAN Yuen-han,Absent
65290,20130703-10,LEUNG Che-cheung,Abstain
65291,20130703-10,Kenneth LEUNG,Yes
65292,20130703-10,Alice MAK,Yes
65293,20130703-10,Dr KWOK Ka-ki,Yes
65294,20130703-10,KWOK Wai-keung,Yes
65295,20130703-10,Dennis KWOK,Yes
65296,20130703-10,Christopher CHEUNG,Abstain
65297,20130703-10,Dr Fernando CHEUNG,Yes
65298,20130703-10,SIN Chung-kai,Yes
65299,20130703-10,Dr Helena WONG,Yes
65300,20130703-10,IP Kin-yuen,Yes
65301,20130703-10,Dr Elizabeth QUAT,Abstain
65302,20130703-10,Martin LIAO,Yes
65303,20130703-10,POON Siu-ping,Yes
65304,20130703-10,TANG Ka-piu,Yes
65305,20130703-10,Dr CHIANG Lai-wan,Abstain
65306,20130703-10,Ir Dr LO Wai-kwok,Abstain
65307,20130703-10,CHUNG Kwok-pan,Yes
65308,20130703-10,Christopher CHUNG,Abstain
65309,20130703-10,Tony TSE,Yes
65310,20130703-11,TSANG Yok-sing,Present
65311,20130703-11,Albert HO,Yes
65312,20130703-11,LEE Cheuk-yan,Yes
65313,20130703-11,James TO,Yes
65314,20130703-11,CHAN Kam-lam,Abstain
65315,20130703-11,LEUNG Yiu-chung,Yes
65316,20130703-11,Dr LAU Wong-fat,Absent
65317,20130703-11,Emily LAU,Absent
65318,20130703-11,TAM Yiu-chung,Abstain
65319,20130703-11,Abraham SHEK,Abstain
65320,20130703-11,Tommy CHEUNG,Yes
65321,20130703-11,Frederick FUNG,Yes
65322,20130703-11,Vincent FANG,Yes
65323,20130703-11,WONG Kwok-hing,Abstain
65324,20130703-11,Prof Joseph LEE,Yes
65325,20130703-11,Jeffrey LAM,Abstain
65326,20130703-11,Andrew LEUNG,Abstain
65327,20130703-11,WONG Ting-kwong,Abstain
65328,20130703-11,Ronny TONG,Yes
65329,20130703-11,Cyd HO,Yes
65330,20130703-11,Starry LEE,Abstain
65331,20130703-11,Dr LAM Tai-fai,Absent
65332,20130703-11,CHAN Hak-kan,Abstain
65333,20130703-11,CHAN Kin-por,Yes
65334,20130703-11,Dr Priscilla LEUNG,Abstain
65335,20130703-11,Dr LEUNG Ka-lau,Absent
65336,20130703-11,CHEUNG Kwok-che,Yes
65337,20130703-11,WONG Kwok-kin,Abstain
65338,20130703-11,IP Kwok-him,Abstain
65339,20130703-11,Mrs Regina IP,Absent
65340,20130703-11,Paul TSE,Yes
65341,20130703-11,Alan LEONG,Yes
65342,20130703-11,LEUNG Kwok-hung,Absent
65343,20130703-11,Albert CHAN,Absent
65344,20130703-11,WONG Yuk-man,Absent
65345,20130703-11,Claudia MO,Absent
65346,20130703-11,Michael TIEN,No
65347,20130703-11,James TIEN,Yes
65348,20130703-11,NG Leung-sing,Yes
65349,20130703-11,Steven HO,Abstain
65350,20130703-11,Frankie YICK,Yes
65351,20130703-11,WU Chi-wai,Yes
65352,20130703-11,YIU Si-wing,Abstain
65353,20130703-11,Gary FAN,Yes
65354,20130703-11,MA Fung-kwok,Yes
65355,20130703-11,Charles Peter MOK,Yes
65356,20130703-11,CHAN Chi-chuen,Absent
65357,20130703-11,CHAN Han-pan,Abstain
65358,20130703-11,Dr Kenneth CHAN,Yes
65359,20130703-11,CHAN Yuen-han,Absent
65360,20130703-11,LEUNG Che-cheung,Abstain
65361,20130703-11,Kenneth LEUNG,Yes
65362,20130703-11,Alice MAK,Abstain
65363,20130703-11,Dr KWOK Ka-ki,Yes
65364,20130703-11,KWOK Wai-keung,Abstain
65365,20130703-11,Dennis KWOK,Yes
65366,20130703-11,Christopher CHEUNG,Abstain
65367,20130703-11,Dr Fernando CHEUNG,Yes
65368,20130703-11,SIN Chung-kai,Yes
65369,20130703-11,Dr Helena WONG,Yes
65370,20130703-11,IP Kin-yuen,Yes
65371,20130703-11,Dr Elizabeth QUAT,Abstain
65372,20130703-11,Martin LIAO,Yes
65373,20130703-11,POON Siu-ping,Abstain
65374,20130703-11,TANG Ka-piu,Abstain
65375,20130703-11,Dr CHIANG Lai-wan,Abstain
65376,20130703-11,Ir Dr LO Wai-kwok,Abstain
65377,20130703-11,CHUNG Kwok-pan,Yes
65378,20130703-11,Christopher CHUNG,Abstain
65379,20130703-11,Tony TSE,Yes
65380,20140122-1,TSANG Yok-sing,Present
65381,20140122-1,Albert HO,No
65382,20140122-1,LEE Cheuk-yan,No
65383,20140122-1,James TO,No
65384,20140122-1,CHAN Kam-lam,Yes
65385,20140122-1,LEUNG Yiu-chung,Absent
65386,20140122-1,Dr LAU Wong-fat,Absent
65387,20140122-1,Emily LAU,Absent
65388,20140122-1,TAM Yiu-chung,Yes
65389,20140122-1,Abraham SHEK,Yes
65390,20140122-1,Tommy CHEUNG,Yes
65391,20140122-1,Frederick FUNG,Yes
65392,20140122-1,Vincent FANG,Absent
65393,20140122-1,WONG Kwok-hing,Yes
65394,20140122-1,Prof Joseph LEE,Absent
65395,20140122-1,Jeffrey LAM,Yes
65396,20140122-1,Andrew LEUNG,Absent
65397,20140122-1,WONG Ting-kwong,Yes
65398,20140122-1,Ronny TONG,No
65399,20140122-1,Cyd HO,No
65400,20140122-1,Starry LEE,Yes
65401,20140122-1,Dr LAM Tai-fai,Yes
65402,20140122-1,CHAN Hak-kan,Yes
65403,20140122-1,CHAN Kin-por,Yes
65404,20140122-1,Dr Priscilla LEUNG,Absent
65405,20140122-1,Dr LEUNG Ka-lau,Yes
65406,20140122-1,CHEUNG Kwok-che,No
65407,20140122-1,WONG Kwok-kin,Yes
65408,20140122-1,IP Kwok-him,Yes
65409,20140122-1,Mrs Regina IP,Yes
65410,20140122-1,Paul TSE,Absent
65411,20140122-1,Alan LEONG,No
65412,20140122-1,LEUNG Kwok-hung,No
65413,20140122-1,Albert CHAN,No
65414,20140122-1,WONG Yuk-man,No
65415,20140122-1,Claudia MO,No
65416,20140122-1,Michael TIEN,Yes
65417,20140122-1,James TIEN,Yes
65418,20140122-1,NG Leung-sing,Yes
65419,20140122-1,Steven HO,Yes
65420,20140122-1,Frankie YICK,Yes
65421,20140122-1,WU Chi-wai,No
65422,20140122-1,YIU Si-wing,Yes
65423,20140122-1,Gary FAN,No
65424,20140122-1,MA Fung-kwok,Yes
65425,20140122-1,Charles Peter MOK,No
65426,20140122-1,CHAN Chi-chuen,No
65427,20140122-1,CHAN Han-pan,Yes
65428,20140122-1,Dr Kenneth CHAN,No
65429,20140122-1,CHAN Yuen-han,Yes
65430,20140122-1,LEUNG Che-cheung,Yes
65431,20140122-1,Kenneth LEUNG,No
65432,20140122-1,Alice MAK,Yes
65433,20140122-1,Dr KWOK Ka-ki,No
65434,20140122-1,KWOK Wai-keung,Yes
65435,20140122-1,Dennis KWOK,Absent
65436,20140122-1,Christopher CHEUNG,Yes
65437,20140122-1,Dr Fernando CHEUNG,No
65438,20140122-1,SIN Chung-kai,No
65439,20140122-1,Dr Helena WONG,No
65440,20140122-1,IP Kin-yuen,No
65441,20140122-1,Dr Elizabeth QUAT,Yes
65442,20140122-1,Martin LIAO,Yes
65443,20140122-1,POON Siu-ping,Yes
65444,20140122-1,TANG Ka-piu,Yes
65445,20140122-1,Dr CHIANG Lai-wan,Yes
65446,20140122-1,Ir Dr LO Wai-kwok,Absent
65447,20140122-1,CHUNG Kwok-pan,Yes
65448,20140122-1,Christopher CHUNG,Yes
65449,20140122-1,Tony TSE,Yes
65450,20140122-2,TSANG Yok-sing,Present
65451,20140122-2,Albert HO,Absent
65452,20140122-2,LEE Cheuk-yan,Yes
65453,20140122-2,James TO,Yes
65454,20140122-2,CHAN Kam-lam,Yes
65455,20140122-2,LEUNG Yiu-chung,Abstain
65456,20140122-2,Dr LAU Wong-fat,Absent
65457,20140122-2,Emily LAU,Absent
65458,20140122-2,TAM Yiu-chung,Yes
65459,20140122-2,Abraham SHEK,Absent
65460,20140122-2,Tommy CHEUNG,Absent
65461,20140122-2,Frederick FUNG,Yes
65462,20140122-2,Vincent FANG,Yes
65463,20140122-2,WONG Kwok-hing,No
65464,20140122-2,Prof Joseph LEE,Yes
65465,20140122-2,Jeffrey LAM,Abstain
65466,20140122-2,Andrew LEUNG,Abstain
65467,20140122-2,WONG Ting-kwong,Yes
